file_path,thumbnail,set_key,langs,width,height,hide
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/035.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/035-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1793,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/036.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/036-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1782,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/037.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/037-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1792,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/038.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/038-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1786,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/039.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/039-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1789,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/040.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/040-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1788,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/041.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/041-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1797,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/042.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/042-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1775,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/043.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/043-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1776,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/044.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/044-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1771,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/045.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/045-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1776,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/046.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/046-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1770,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/047.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/047-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1775,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/048.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/048-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1780,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/049.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/049-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1793,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/050.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/050-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1796,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/051.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/051-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1786,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/052.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/052-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1795,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/053.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/053-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1792,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/054.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/054-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1791,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/055.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/055-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1782,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/056.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/056-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1784,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/057.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/057-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1790,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/058.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/058-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1796,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/059.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/059-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1793,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/060.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/060-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1787,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/061.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/061-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1784,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/062.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/062-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1789,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/063.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/063-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1791,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/064.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/064-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1790,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/065.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/065-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1789,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/066.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/066-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1797,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/067.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/067-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1790,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/068.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/068-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1794,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/069.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/069-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1789,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/070.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/070-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1782,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/071.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/071-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1784,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/072.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/072-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1777,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/073.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/073-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1791,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/074.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/074-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1792,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/075.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/075-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1793,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/076.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/076-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1795,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/077.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/077-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1797,3000,
https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/078.jpg,https://skillnet.hum.uu.nl/data/enfr/Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380/078-thumb.jpg,Armand-Jean-du-Plessis-Cardinal-Richelieu-Lettres-du-Cardinal-duc-de-Richelieu-Paris-1695-25-380,FR,1793,3000,
